script_id,imdb_id,character_from_script,closest_character_name_from_imdb_match,closest_imdb_character_id
3972,tt0765010,cassie,cassie willis,nm1659547
3972,tt0765010,cavazos,major cavazos,nm0004286
3972,tt0765010,cop #1,cop #1,nm2094313
3972,tt0765010,elsie,elsie cahill,nm0001858
3972,tt0765010,grace,grace cahill,nm0000204
3972,tt0765010,hank,hank cahill,nm0001731
3972,tt0765010,isabelle,isabelle cahill,nm1933128
3972,tt0765010,joe,private joe willis,nm1005514
3972,tt0765010,maggie,maggie cahill,nm2855622
3972,tt0765010,murad,murad,nm1041023
3972,tt0765010,owen,owen,nm0696697
3972,tt0765010,sam,capt. sam cahill,nm0001497
3972,tt0765010,sanderson,lt. sanderson,nm2143506
3972,tt0765010,sweeney,sweeney,nm0839486
3972,tt0765010,the nose,the nose,nm0366890
3972,tt0765010,tommy,tommy cahill,nm0350453
3973,tt0825232,carter,carter,nm0000151
3973,tt0825232,edward,edward,nm0000197
3973,tt0825232,kyle,kyle,nm0822944
3973,tt0825232,lee,lee,nm1016301
3973,tt0825232,manny,manny,nm0379609
3973,tt0825232,mechanical,mechanic,nm0346595
3973,tt0825232,nurse shing,nurse shing,nm0555462
3973,tt0825232,rachel,rachel,nm1984227
3973,tt0825232,richard,richard,nm0542307
3973,tt0825232,roger,roger,nm0293285
3973,tt0825232,tatto,tattoo artist,nm0526185
3973,tt0825232,thomas,thomas,nm0005003
3973,tt0825232,virginia,virginia,nm0865119
3974,tt0825232,board chairman,board chairman,nm0569501
3974,tt0825232,carter,carter,nm0000151
3974,tt0825232,denise,denise,nm0169917
3974,tt0825232,dr hollins,dr. hollins,nm0001555
3974,tt0825232,edward,edward,nm0000197
3974,tt0825232,instructor,instructor,nm1406333
3974,tt0825232,kyle,kyle,nm0822944
3974,tt0825232,manny,manny,nm0379609
3974,tt0825232,nurse shing,nurse shing,nm0555462
3974,tt0825232,richard,richard,nm0542307
3974,tt0825232,roger,roger,nm0293285
3974,tt0825232,tatto,tattoo artist,nm0526185
3974,tt0825232,thomas,thomas,nm0005003
3974,tt0825232,virginia,virginia,nm0865119
3974,tt0825232,woman,attractive woman #1,nm1145859
3975,tt0052655,alice,alice,nm0051398
3975,tt0052655,art,art lacroix,nm0625343
3975,tt0052655,carla,carla,nm0606371
3975,tt0052655,critic,art critic,nm0871395
3975,tt0052655,leonard,leonard de santis,nm0136147
3975,tt0052655,lou,lou raby,nm0176622
3975,tt0052655,maxwell,maxwell h. brock,nm0123630
3975,tt0052655,mrs swicker,mrs. swickert,nm0883205
3975,tt0052655,walter,walter paisley,nm0588241
3976,tt0094812,annie,annie savoy,nm0000215
3976,tt0094812,announcer,teddy - radio announcer,nm0120572
3976,tt0094812,bat boy,bat boy,nm0260579
3976,tt0094812,bobby,bobby,nm0624623
3976,tt0094812,crash,crash davis,nm0000126
3976,tt0094812,deke,deke,nm0304523
3976,tt0094812,ebby,ebby calvin 'nuke' laloosh,nm0000209
3976,tt0094812,jimmy,jimmy,nm0641640
3976,tt0094812,jose,jose,nm0555771
3976,tt0094812,larry,larry,nm0943237
3976,tt0094812,mayor,mayor,nm0080844
3976,tt0094812,mickey,mickey,nm0931179
3976,tt0094812,millie,millie,nm0731898
3976,tt0094812,nukes father,nuke's father,nm0002667
3976,tt0094812,sandy,sandy,nm0761572
3976,tt0094812,skip,skip,nm0934254
3976,tt0094812,teddy the radio man,ed,nm0456563
3976,tt0094812,tony,tony,nm0797809
3976,tt0094812,umpire,umpire,nm0912151
3976,tt0094812,whitey,whitey,nm0225567
3977,tt0252963,baumann,cpl. baumann,nm0002076
3977,tt0252963,corporal,corporal 1,nm1044562
3977,tt0252963,ebert,lcpl. ebert,nm0202603
3977,tt0252963,engels,pvt. engels,nm0358848
3977,tt0252963,franke,pfc. franke,nm0095564
3977,tt0252963,heydrich,sgt. heydrich,nm0265457
3977,tt0252963,kreuzmann,pfc. kreuzmann,nm0550371
3977,tt0252963,krupp,lt. krupp,nm0475336
3977,tt0252963,mirus,pvt. mirus,nm0137629
3977,tt0252963,neumann,pvt. neumann,nm0498517
3977,tt0252963,private,private,nm1019869
3977,tt0252963,schenke,lcpl. schenke,nm0862907
3977,tt0252963,sergeant,,nm0922590
3980,tt0068327,brian,brian roberts,nm0001868
3980,tt0068327,fritz,fritz wendel,nm0921202
3980,tt0068327,ludwig,herr ludwig,nm0938754
3980,tt0068327,natalia,natalia landauer,nm0001943
3980,tt0068327,nazi,nazi with collecting box,nm0290470
3980,tt0068327,ost,fr�ulein kost,nm0006742
3980,tt0068327,sally,sally bowles,nm0591485
3980,tt0068327,schneider,fr�ulein schneider,nm0627147
3980,tt0068327,te,master of ceremonies,nm0001297
3981,tt0303816,winston,deputy winston,nm0004709
3982,tt1259521,clean man,clean man,nm0501971
3982,tt1259521,curt,curt,nm1165110
3982,tt1259521,dana,dana,nm1393354
3982,tt1259521,demo #2,demo guy #1,nm0445389
3982,tt1259521,hadley,hadley,nm0925966
3982,tt1259521,holden,holden,nm0930898
3982,tt1259521,intern,ronald the intern,nm0501937
3982,tt1259521,jules,jules,nm0404307
3982,tt1259521,lin,lin,nm0009918
3982,tt1259521,marty,marty,nm0469823
3982,tt1259521,sitterson,sitterson,nm0420955
3982,tt1259521,the director,the director,nm0000244
3982,tt1259521,truman,truman,nm0924552
3983,tt0115798,cable guy,the cable guy,nm0000120
3983,tt0115798,heather,heather,nm0465953
3983,tt0115798,host,medieval times host,nm0004873
3983,tt0115798,lawyer,steven's lawyer,nm0732457
3983,tt0115798,ramedic,helicopter paramedic,nm0100762
3983,tt0115798,reporter,newsroom reporter,nm0860465
3983,tt0115798,researcher,newsroom researcher,nm0194888
3983,tt0115798,rick,rick,nm0085312
3983,tt0115798,rikki klieman,rikki klieman,nm0459441
3983,tt0115798,robin,robin harris,nm0005182
3983,tt0115798,sales manager,sales manager,nm0189144
3983,tt0115798,steve,steven m. kovacs,nm0000111
3983,tt0115798,stevens mother,steven's mother,nm0000832
3983,tt0115798,waitress,medieval times waitress,nm0000413
3984,tt0040202,boris,boris siskovich,nm0907170
3984,tt0040202,boy,copy boy,nm0236123
3984,tt0040202,corrigan,corrigan - wiecek's cellmate,nm0822034
3984,tt0040202,frank,frank w. wiecek,nm0002017
3984,tt0040202,gruska,jan gruska,nm0088197
3984,tt0040202,helen,helen wiecek,nm0207390
3984,tt0040202,keeler,keeler's polygraph assistant,nm0677011
3984,tt0040202,kelly,brian kelly,nm0002011
3984,tt0040202,laura,laura mcneal,nm0907785
3984,tt0040202,mcneal,p.j. mcneal,nm0000071
3984,tt0040202,moulton,judge charles moulton,nm0385594
3984,tt0040202,narrator,narrator,nm0103423
3984,tt0040202,rayska,rayska,nm0550855
3984,tt0040202,sullivan,sullivan - court bailiff,nm0449858
3984,tt0040202,tillie,tillie wiecek,nm0651452
3984,tt0040202,tomek,tomek zaleska,nm0879000
3984,tt0040202,wanda,wanda skutnik,nm0306608
3984,tt0040202,warden,warden of stateville prison,nm0084174
3985,tt0040202,anna,anna felczak,nm0189739
3985,tt0040202,bartender,bartender,nm0670523
3985,tt0040202,boris,boris siskovich,nm0907170
3985,tt0040202,burns,martin j. burns,nm0367670
3985,tt0040202,commissioner,john albertson - state commissioner,nm0723935
3985,tt0040202,faxon,sam faxon,nm0570615
3985,tt0040202,frank,frank w. wiecek,nm0002017
3985,tt0040202,helen,helen wiecek,nm0207390
3985,tt0040202,kelly,brian kelly,nm0002011
3985,tt0040202,larson,sgt. larson in records department,nm0730533
3985,tt0040202,lmer,k.l. palmer,nm0808473
3985,tt0040202,man,parole board chairman,nm0647752
3985,tt0040202,mcneal,p.j. mcneal,nm0000071
3985,tt0040202,narrator,narrator,nm0103423
3985,tt0040202,sergeant,sixth precinct desk sergeant,nm0692796
3985,tt0040202,sullivan,sullivan - court bailiff,nm0449858
3985,tt0040202,tillie,tillie wiecek,nm0651452
3985,tt0040202,wanda,wanda skutnik,nm0306608
3985,tt0040202,winston,robert winston - governor's aide,nm0354947
3986,tt0458522,band leader,band leader,nm0482329
3986,tt0458522,doctor,doctor,nm0611673
3986,tt0458522,hector,hector lavoe,nm0004711
3986,tt0458522,jerry,jerry masucci,nm0144843
3986,tt0458522,johnny,johnny pacheco,nm0890709
3986,tt0458522,madrina,madrina,nm0244004
3986,tt0458522,po,papo,nm0434560
3986,tt0458522,priest,priest,nm0208189
3986,tt0458522,priscilla,priscilla,nm0224914
3986,tt0458522,promoter,san juan promoter,nm0704489
3986,tt0458522,puchi,puchi,nm0000182
3986,tt0458522,ralph,ralph,nm0488095
3986,tt0458522,ruben blades,ruben blades,nm0544291
3986,tt0458522,tito,tito (4 yrs.),nm2745891
3986,tt0458522,willie,willie colon,nm0651159
3986,tt0458522,zaida,zaida,nm0623085
3987,tt0458522,band leader,band leader,nm0482329
3987,tt0458522,doctor,doctor,nm0611673
3987,tt0458522,hector,hector lavoe,nm0004711
3987,tt0458522,jerry,jerry masucci,nm0144843
3987,tt0458522,johnny,johnny pacheco,nm0890709
3987,tt0458522,madrina,madrina,nm0244004
3987,tt0458522,po,papo,nm0434560
3987,tt0458522,priest,priest,nm0208189
3987,tt0458522,priscilla,priscilla,nm0224914
3987,tt0458522,promoter,san juan promoter,nm0704489
3987,tt0458522,puchi,puchi,nm0000182
3987,tt0458522,ralph,ralph,nm0488095
3987,tt0458522,ruben blades,ruben blades,nm0544291
3987,tt0458522,tito,tito (4 yrs.),nm2745891
3987,tt0458522,willie,willie colon,nm0651159
3987,tt0458522,zaida,zaida,nm0623085
3994,tt0162222,al,alice stockton,nm0891138
3994,tt0162222,becca,becca twig,nm0507338
3994,tt0162222,bettina,bettina peterson,nm0925096
3994,tt0162222,chuck,chuck noland,nm0000158
3994,tt0162222,driver,taxi driver,nm0018373
3994,tt0162222,gwen,pilot gwen,nm0205630
3994,tt0162222,jack,pilot jack,nm0286129
3994,tt0162222,kelly,kelly frears,nm0000166
3994,tt0162222,lev,lev,nm0099228
3994,tt0162222,man,beautiful russian woman,nm0660528
3994,tt0162222,maynard,maynard graham,nm0086553
3994,tt0162222,stan,stan,nm0780678
3996,tt1405365,beth,beth,nm0310966
3996,tt1405365,business man,business man,nm1097364
3996,tt1405365,celeste,celeste,nm0429069
3996,tt1405365,celestes lawyer,celeste's lawyer,nm2124126
3996,tt1405365,gay man,gay man #1,nm0584575
3996,tt1405365,jesse,jesse,nm1676221
3996,tt1405365,max,max,nm1360860
3996,tt1405365,nick,nick,nm0215682
3996,tt1405365,riley,riley,nm0731075
3996,tt1405365,rupert,rupert,nm1969169
3996,tt1405365,saleswoman,saleswoman,nm4587986
3996,tt1405365,savannah,savannah,nm0663546
3996,tt1405365,scott,scott,nm0000704
3996,tt1405365,skillz,skillz,nm0566489
3996,tt1405365,snow white,snow white,nm0195626
3996,tt1405365,tucker,tucker,nm0647638
3996,tt1405365,ul,paul,nm0582149
3996,tt1405365,veronica,veronica,nm3266168
3996,tt1405365,waitress,waitress,nm0506658
3996,tt1405365,yogurt girl,yogurt girl,nm2237727
4002,tt0024969,boston,eddie boston,nm0123483
4002,tt0024969,brackett,constable brackett,nm0421138
4002,tt0024969,chan,charlie chan,nm0645941
4002,tt0024969,crawford,bob crawford,nm0940579
4002,tt0024969,gamble,prof. gamble,nm0164003
4002,tt0024969,hewitt,hewitt,nm0285643
4002,tt0024969,holley,will holley,nm0421041
4002,tt0024969,jordan,mrs. sally jordan,nm0358792
4002,tt0024969,madden,j.p. madden,nm0367670
4002,tt0024969,thorne,martin thorne,nm0455706
4002,tt0024969,ula,paula graham,nm0508100
4002,tt0024969,victor,victor jordan,nm2795226
4002,tt0024969,wong,wong,nm0910930
4008,tt0206634,georgian man,georgian man,nm2474361
4008,tt0206634,ian,ian,nm2060857
4008,tt0206634,jasper,jasper,nm0000323
4008,tt0206634,julian,julian,nm0000194
4008,tt0206634,kee,kee,nm1715135
4008,tt0206634,luke,luke,nm0252230
4008,tt0206634,man,caged german grandmother,nm0439507
4008,tt0206634,marichka,marichka,nm0670781
4008,tt0206634,miriam,miriam,nm0274913
4008,tt0206634,road,road traffic police,nm1616822
4008,tt0206634,shirley,shirley,nm0568522
4008,tt0206634,syd,syd,nm0611932
4008,tt0206634,theo,theo faron,nm0654110
4008,tt0206634,tom,caf� customer,nm0416807
4008,tt0206634,tric,patric,nm0402271
4008,tt0206634,woma,dog track woman,nm0341768
4008,tt0206634,woman,woman,nm1738685
4010,tt0163579,arlo,arlo,nm0000421
4010,tt0163579,bearded biker,bearded biker,nm0912836
4010,tt0163579,big ranger,big ranger at tech site,nm0884742
4010,tt0163579,blonde biker,blonde biker,nm0289716
4010,tt0163579,brynner,colonel andrew brynner,nm0278752
4010,tt0163579,burke,burke,nm0534175
4010,tt0163579,carl,carl,nm0609458
4010,tt0163579,darlene,darlene,nm0060113
4010,tt0163579,dennis,dennis,nm0005235
4010,tt0163579,driver,volvo driver,nm0140835
4010,tt0163579,female medic #1,medic #1,nm0010349
4010,tt0163579,general,courtroom general,nm0521761
4010,tt0163579,gomez,gomez,nm0013377
4010,tt0163579,hemmings,hemmings,nm0809806
4010,tt0163579,lewis,deputy art lewis,nm0806816
4010,tt0163579,lieutenant,vitelli's lieutenant,nm0418666
4010,tt0163579,long,dr. richard long,nm0001601
4010,tt0163579,mason,tim mason,nm0000240
4010,tt0163579,motel manager,motel manager,nm0672225
4010,tt0163579,pilot,vitelli's helicopter pilot,nm0658243
4010,tt0163579,pumper,staff sergeant pumper,nm0807168
4010,tt0163579,store owner,hardware store owner,nm0425158
4010,tt0163579,sweeney,sweeney,nm0183548
4010,tt0163579,telstar,telstar,nm0640413
4010,tt0163579,vaughn,vaughn,nm0500098
4010,tt0163579,vitelli,colonel leo vitelli,nm0446298
4011,tt0071315,bagby,mayor bagby,nm0731507
4011,tt0071315,clerk,clerk,nm0912629
4011,tt0071315,cross,noah cross,nm0001379
4011,tt0071315,curly,curly,nm0949350
4011,tt0071315,duffy,duffy,nm0323098
4011,tt0071315,emma,emma dill,nm0254199
4011,tt0071315,escobar,escobar,nm0520164
4011,tt0071315,farmer,irate farmer,nm0397555
4011,tt0071315,gardener,gardener,nm0297732
4011,tt0071315,gittes,j.j. gittes,nm0000197
4011,tt0071315,ida,ida sessions,nm0002663
4011,tt0071315,lmer,mr. palmer,nm0736964
4011,tt0071315,loach,loach,nm0048147
4011,tt0071315,maid,maid,nm0704511
4011,tt0071315,mulvihill,mulvihill,nm0421772
4011,tt0071315,mulwray,evelyn mulwray,nm0001159
4011,tt0071315,secretary,mulwray's secretary,nm0123007
4011,tt0071315,sophie,sophie,nm0385585
4011,tt0071315,walsh,walsh,nm0544064
4011,tt0071315,yelburton,yelburton,nm0384916
4012,tt0241303,alphonse,alphonse marceau,nm0177267
4012,tt0241303,anouk,anouk rocher,nm0858284
4012,tt0241303,arma,armande voizin,nm0001132
4012,tt0241303,baptiste,baptiste marceau,nm0850367
4012,tt0241303,caroline,caroline clairmont,nm0005251
4012,tt0241303,comte de reynaud,comte de reynaud,nm0000547
4012,tt0241303,dedou,dedou drou,nm0695461
4012,tt0241303,didi,didi drou,nm0174983
4012,tt0241303,gati,gati,nm0369205
4012,tt0241303,guillaume,guillaume bl�rot,nm0939795
4012,tt0241303,jeanmarc,jean-marc drou,nm0317884
4012,tt0241303,josephine,josephine muscat,nm0000565
4012,tt0241303,luc,luc clairmont,nm0661311
4012,tt0241303,madame audel,madame audel,nm0001989
4012,tt0241303,madame pouget,madame pouget,nm0531359
4012,tt0241303,madame rivet,madame rivet,nm0322486
4012,tt0241303,roux,roux,nm0000136
4012,tt0241303,serge,serge muscat,nm0001780
4012,tt0241303,storyteller,storyteller,nm0946628
4012,tt0241303,vianne,vianne rocher,nm0000300
4012,tt0241303,yvette,yvette marceau,nm0173868
4014,tt0033467,a,jedediah leland,nm0001072
4014,tt0033467,bernstein,mr. bernstein,nm0806041
4014,tt0033467,carter,herbert carter,nm0762557
4014,tt0033467,city editor,city editor,nm0181416
4014,tt0033467,dr corey,dr. corey,nm0593401
4014,tt0033467,emily,emily monroe norton kane,nm0913095
4014,tt0033467,girl,dancing girl,nm0012854
4014,tt0033467,investigator,senate investigator,nm0828547
4014,tt0033467,miss anderson,miss anderson,nm0045735
4014,tt0033467,mrs kane,kane,nm0000080
4014,tt0033467,nurse,nurse,nm0324021
4014,tt0033467,photographer,photographer,nm0240159
4014,tt0033467,rawlston,mr. rawlston,nm0888349
4014,tt0033467,raymond,raymond,nm0829717
4014,tt0033467,smathers,smather,nm0748014
4014,tt0033467,susan,susan alexander kane,nm0173827
4014,tt0033467,thatcher,walter parks thatcher,nm0183459
4014,tt0033467,third man,man,nm0688289
4014,tt0033467,thompson,jerry thompson,nm0020041
4015,tt0115907,abe,abe goodman,nm0001601
4015,tt0115907,anselmo,frank anselmo,nm0000732
4015,tt0115907,bone,james bone,nm0033068
4015,tt0115907,calhoun,deputy mayor kevin calhoun,nm0000131
4015,tt0115907,conductor,train conductor,nm0027454
4015,tt0115907,coonan,commissioner coonan,nm0278125
4015,tt0115907,elaine,elaine santos,nm0904967
4015,tt0115907,george,"det. george, intel",nm0805476
4015,tt0115907,gussie,gussie,nm0441988
4015,tt0115907,holly,det. albert holly,nm0935255
4015,tt0115907,lenny,lenny lasker,nm0519551
4015,tt0115907,leslie,leslie christos,nm0876645
4015,tt0115907,marybeth,marybeth cogan,nm0000403
4015,tt0115907,mayor,mayor john pappas,nm0000199
4015,tt0115907,mrs marquand,mrs. marquand,nm0048610
4015,tt0115907,nettie,nettie anselmo,nm0676654
4015,tt0115907,priest,hospital priest,nm0446522
4015,tt0115907,saf,murray safire,nm0037000
4015,tt0115907,schwartz,larry schwartz,nm0771493
4015,tt0115907,sen marquand,sen. marquand,nm0391118
4015,tt0115907,torres,israel torres,nm0797291
4015,tt0115907,vinnie,vinnie zapatti,nm0202819
4015,tt0115907,wakeley,james wakeley,nm0005588
4016,tt1174730,bouncer,bouncer,nm0132912
4016,tt1174730,casting assistant,casting assistant,nm3136573
4016,tt1174730,casting director,casting director,nm2687579
4016,tt1174730,cheryl,cheryl,nm3440564
4016,tt1174730,denise,denise,nm3071331
4016,tt1174730,ezmalia,ezmalia,nm1967191
4016,tt1174730,joyce,joyce rizzo,nm0000523
4016,tt1174730,malakov,michael malakov,nm0000273
4016,tt1174730,matt,matt cruniff,nm1478007
4016,tt1174730,molly,molly,nm0607865
4016,tt1174730,tanya,tanya,nm0029512
4016,tt1174730,tony,tony,nm1711829
4016,tt1174730,vince,vince rizzo,nm0000412
4016,tt1174730,vince jr,vince jr.,nm3009232
4016,tt1174730,vivian,vivian rizzo,nm0306572
4019,tt0109446,bailiff,bailiff,nm0285538
4019,tt0109446,bono,harry bono,nm0724927
4019,tt0109446,clint,clint von hooser,nm0000381
4019,tt0109446,dianne,dianne sway,nm0000571
4019,tt0109446,doreen,doreen,nm0779451
4019,tt0109446,fink,thomas fink,nm0925966
4019,tt0109446,foltrigg,roy foltrigg,nm0000169
4019,tt0109446,greenway,dr. greenway,nm0000513
4019,tt0109446,gronke,paul gronke,nm0167649
4019,tt0109446,hardy,sgt. hardy,nm0001599
4019,tt0109446,mark,mark sway,nm0000605
4019,tt0109446,mcthune,mcthune,nm0000687
4019,tt0109446,moeller,slick moeller,nm0144657
4019,tt0109446,nance,jack nance,nm0225963
4019,tt0109446,nassar,detective nassar,nm0127929
4019,tt0109446,reggie,reggie love,nm0000215
4019,tt0109446,ricky,ricky sway,nm0817442
4019,tt0109446,sulari,johnny sulari,nm0212939
4019,tt0109446,tient,wheelchair patient,nm0434650
4019,tt0109446,trumann,trumann,nm0372217
4020,tt0087065,davey,davey osborne,nm0001794
4020,tt0087065,eunice,eunice maccready,nm0634282
4020,tt0087065,flack,jack flack,nm0001056
4020,tt0087065,george,george maccready,nm0570615
4020,tt0087065,guard,airport security guard #1,nm0549884
4020,tt0087065,haverman,haverman,nm0744523
4020,tt0087065,rice,rice,nm0614526
4022,tt0066921,alex,alex,nm0000532
4022,tt0066921,catlady,catlady,nm0439507
4022,tt0066921,checkin,"dr. alcott, ludovico center check-in",nm0177537
4022,tt0066921,deltoid,deltoid,nm0606368
4022,tt0066921,dim,dim,nm0165049
4022,tt0066921,doctor,doctor,nm0402768
4022,tt0066921,dr branom,dr. branom,nm0752686
4022,tt0066921,dr brodsky,dr. brodsky,nm0240268
4022,tt0066921,em,1st policeman at duke of york,nm1812170
4022,tt0066921,georgie,georgie,nm0546118
4022,tt0066921,guard,chief guard,nm0060988
4022,tt0066921,inspector,police inspector,nm0132669
4022,tt0066921,julian,julian,nm0001190
4022,tt0066921,minister,minister,nm0789001
4022,tt0066921,mr alexander,mr. alexander,nm0535861
4022,tt0066921,mrs alexander,mrs. alexander,nm0180920
4022,tt0066921,sergeant,detective sergeant,nm0138810
4022,tt0066921,tramp,tramp,nm0268306
4023,tt0066921,alex,alex,nm0000532
4023,tt0066921,catlady,catlady,nm0439507
4023,tt0066921,checkin,"dr. alcott, ludovico center check-in",nm0177537
4023,tt0066921,deltoid,deltoid,nm0606368
4023,tt0066921,dim,dim,nm0165049
4023,tt0066921,doctor,doctor,nm0402768
4023,tt0066921,dr branom,dr. branom,nm0752686
4023,tt0066921,dr brodsky,dr. brodsky,nm0240268
4023,tt0066921,em,1st policeman at duke of york,nm1812170
4023,tt0066921,georgie,georgie,nm0546118
